country,city,lat,lng,,,,,,,,,
Zimbabwe,Chitungwiza,-18,31.1,,,,,,,,,
Zimbabwe,Bindura,-17.3019,31.3306,,,,,,,,,
Zimbabwe,Lupane,-18.9315,27.807,,,,,,,,,
Zimbabwe,Marondera,-18.1853,31.5519,,,,,,,,,
Zimbabwe,Masvingo,-20.0596,30.82,,,,,,,,,
Zimbabwe,Mutare,-18.97,32.65,,,,,,,,,
Zimbabwe,Bulawayo,-20.17,28.58,,,,,,,,,
Zimbabwe,Chinhoyi,-17.3596,30.18,,,,,,,,,
Zimbabwe,Gwanda,-20.9396,29.01,,,,,,,,,
Zimbabwe,Gweru,-19.45,29.82,,,,,,,,,
Kazakhstan,Maqat,47.6482,53.3265,,,,,,,,,
Kazakhstan,Zhangaozen,43.3004,52.8,,,,,,,,,
Kazakhstan,Taraz,42.9,71.365,,,,,,,,,
Kazakhstan,Oral,51.2711,51.335,,,,,,,,,
Kazakhstan,Balqash,46.8532,74.9502,,,,,,,,,
Kazakhstan,Zaysan,47.4752,84.8598,,,,,,,,,
Kazakhstan,Oytal,42.9153,73.2549,,,,,,,,,
Kazakhstan,Zholymbet,51.7502,71.7099,,,,,,,,,
Kazakhstan,Serebryansk,49.6999,83.4249,,,,,,,,,
Kazakhstan,Chapaev,50.1915,51.1449,,,,,,,,,
Kazakhstan,Ridder,50.3554,83.5149,,,,,,,,,
Kazakhstan,Zhaltyr,51.6324,69.8328,,,,,,,,,
Kazakhstan,Atbasar,51.8219,68.3477,,,,,,,,,
Kazakhstan,Aqsay,51.1714,53.0349,,,,,,,,,
Kazakhstan,Shemonaikha,50.6316,81.905,,,,,,,,,
Kazakhstan,Atasu,48.6903,71.6499,,,,,,,,,
Kazakhstan,Rudny,52.9527,63.13,,,,,,,,,
Kazakhstan,Makhambet,47.6714,51.5798,,,,,,,,,
Kazakhstan,Fort Shevchenko,44.5171,50.2666,,,,,,,,,
Kazakhstan,Qusmuryn,52.458,64.6,,,,,,,,,
Kazakhstan,Oktyabrsk,49.4731,57.4449,,,,,,,,,
Kazakhstan,Khromtau,50.2699,58.45,,,,,,,,,
Kazakhstan,Algha,49.9032,57.335,,,,,,,,,
Kazakhstan,Embi,48.8268,58.1442,,,,,,,,,
Kazakhstan,Ushtobe,45.2653,77.97,,,,,,,,,
Kazakhstan,Burylbaytal,44.9387,74.0303,,,,,,,,,
Kazakhstan,Zhanibek,49.4276,46.8772,,,,,,,,,
Kazakhstan,Esil,51.957,66.3775,,,,,,,,,
Kazakhstan,Derzhavinsk,51.1021,66.3075,,,,,,,,,
Kazakhstan,Saryshaghan,46.1195,73.6191,,,,,,,,,
Kazakhstan,Turgay,49.626,63.499,,,,,,,,,
Kazakhstan,Sarqan,45.4203,79.9149,,,,,,,,,
Kazakhstan,Arqalyq,50.2418,66.8976,,,,,,,,,
Kazakhstan,Shalqar,47.8363,59.6141,,,,,,,,,
Kazakhstan,Shieli,44.167,66.75,,,,,,,,,
Kazakhstan,Bayghanin,48.6917,55.874,,,,,,,,,
Kazakhstan,Zhezqazghan,47.78,67.77,,,,,,,,,
Kazakhstan,Mangyshlak,43.6905,51.1417,,,,,,,,,
Kazakhstan,Zhosaly,45.4877,64.078,,,,,,,,,
Kazakhstan,Beyneu,45.1834,55.1,,,,,,,,,
Kazakhstan,Qazaly,45.7628,62.1075,,,,,,,,,
Kazakhstan,Aral,46.8,61.6666,,,,,,,,,
Kazakhstan,Ayakoz,47.9647,80.4297,,,,,,,,,
Kazakhstan,Urzhar,47.1002,81.6048,,,,,,,,,
Kazakhstan,Qapshaghay,43.8844,77.0687,,,,,,,,,
Kazakhstan,Esik,43.3691,77.4438,,,,,,,,,
Kazakhstan,Qaratau,43.1854,70.46,,,,,,,,,
Kazakhstan,Sharbaqty,52.4999,78.1499,,,,,,,,,
Kazakhstan,Oostanay,53.2209,63.6283,,,,,,,,,
Kazakhstan,Kachiry,53.0804,76.09,,,,,,,,,
Kazakhstan,Kishkenekol,53.6368,72.3414,,,,,,,,,
Kazakhstan,Bulaevo,54.9053,70.44,,,,,,,,,
Kazakhstan,Shonzhy,43.5421,79.4703,,,,,,,,,
Kazakhstan,Qyzylorda,44.8,65.465,,,,,,,,,
Kazakhstan,Qaraghandy,49.885,73.115,,,,,,,,,
Kazakhstan,Ertis,53.3453,75.4499,,,,,,,,,
Kazakhstan,Tayynsha,53.8481,69.7638,,,,,,,,,
Kazakhstan,Qulan,42.9204,72.705,,,,,,,,,
Kazakhstan,Shu,43.5953,73.7448,,,,,,,,,
Kazakhstan,Kentau,43.5165,68.5199,,,,,,,,,
Kazakhstan,Oskemen,49.99,82.6149,,,,,,,,,
Kazakhstan,Aqtau,43.6232,51.2365,,,,,,,,,
Kazakhstan,Taldyqorghan,45,78.4,,,,,,,,,
Kazakhstan,Astana,51.1811,71.4278,,,,,,,,,
Kazakhstan,Aqtobe,50.28,57.17,,,,,,,,,
Kazakhstan,Kokshetau,53.3,69.42,,,,,,,,,
Kazakhstan,Petropavlovsk,54.88,69.22,,,,,,,,,
Kazakhstan,Pavlodar,52.3,76.95,,,,,,,,,
Kazakhstan,Otar,43.5346,75.2139,,,,,,,,,
Kazakhstan,Almaty,43.325,76.915,,,,,,,,,
Kazakhstan,Bestobe,52.4997,73.0997,,,,,,,,,
Kazakhstan,Arys,42.4369,68.8048,,,,,,,,,
Kazakhstan,Lenger,42.1899,69.8799,,,,,,,,,
Kazakhstan,Aqsu,52.4502,71.9597,,,,,,,,,
Kazakhstan,Temirtau,50.065,72.965,,,,,,,,,
Kazakhstan,Makinsk,52.6404,70.41,,,,,,,,,
Kazakhstan,Osakarovka,50.5799,72.5699,,,,,,,,,
Kazakhstan,Qarqaraly,49.4249,75.4649,,,,,,,,,
Kazakhstan,Ekibastuz,51.73,75.3199,,,,,,,,,
Kazakhstan,Zyryanovsk,49.7453,84.2548,,,,,,,,,
Kazakhstan,Komsomolets,53.7506,62.0502,,,,,,,,,
Kazakhstan,Baykonur,45.6914,63.2413,,,,,,,,,
Kazakhstan,Erymentau,51.6303,73.1049,,,,,,,,,
Kazakhstan,Qarazhal,48.0253,70.7999,,,,,,,,,
Kazakhstan,Tobol,52.698,62.5749,,,,,,,,,
Kazakhstan,Shar,49.6003,81.0549,,,,,,,,,
Kazakhstan,Semey,50.435,80.275,,,,,,,,,
Kazakhstan,Boralday,43.3341,76.8288,,,,,,,,,
Kazakhstan,Zhetiqara,52.193,61.2399,,,,,,,,,
Kazakhstan,Aqadyr,48.2749,72.8599,,,,,,,,,
Kazakhstan,Zharkent,44.1616,79.9801,,,,,,,,,
Kazakhstan,Qulsary,46.9833,54.0165,,,,,,,,,
Kazakhstan,Balyqshy,47.0666,51.8666,,,,,,,,,
Kazakhstan,Atyrau,47.1127,51.92,,,,,,,,,
Kazakhstan,Shymkent,42.32,69.595,,,,,,,,,
Kazakhstan,Turkistan,43.3016,68.2549,,,,,,,,,
Laos,Xiangkhoang,19.3337,103.3666,,,,,,,,,
Laos,Muang Phônsavan,19.45,103.2167,,,,,,,,,
Laos,Vientiane,17.9667,102.6,,,,,,,,,
Laos,Ban Houayxay,20.2775,100.4128,,,,,,,,,
Laos,Muang Phôn-Hông,18.4957,102.4142,,,,,,,,,
Laos,Louang Namtha,20.95,101.4167,,,,,,,,,
Laos,Phongsali,21.6833,102.1,,,,,,,,,
Laos,Thakhek,17.4112,104.8361,,,,,,,,,
Laos,Muang Pakxan,18.3826,103.6586,,,,,,,,,
Laos,Louangphrabang,19.8845,102.1416,,,,,,,,,
Laos,Xaignabouri,19.2505,101.7501,,,,,,,,,
Laos,Savannakhet,16.5376,104.773,,,,,,,,,
Laos,Lamam,15.4171,106.6946,,,,,,,,,
Laos,Pakxe,15.1221,105.8183,,,,,,,,,
Laos,Attapu,14.808,106.839,,,,,,,,,
Laos,Xam Nua,20.4167,104.0333,,,,,,,,,
Laos,Muang Xai,20.6923,101.9847,,,,,,,,,
Laos,Saravan,15.716,106.427,,,,,,,,,
Laos,Champasak,14.8833,105.8667,,,,,,,,,
Lebanon,Beirut,33.872,35.5097,,,,,,,,,
Lebanon,Zahlé,33.8501,35.9042,,,,,,,,,
Lebanon,Baalbek,34.0058,36.2181,,,,,,,,,
Lebanon,B'abda,33.8333,35.5333,,,,,,,,,
Lebanon,Halba,34.5428,36.0797,,,,,,,,,
Lebanon,Saida,33.563,35.3688,,,,,,,,,
Lebanon,Nabatiye et Tahta,33.3833,35.45,,,,,,,,,
Lebanon,Trablous,34.42,35.87,,,,,,,,,
Saint Lucia,Castries,14.002,-61,,,,,,,,,
Liechtenstein,Gamprin,47.2197,9.5113,,,,,,,,,
Liechtenstein,Triesenberg,47.1182,9.5444,,,,,,,,,
Liechtenstein,Schaan,47.1661,9.5096,,,,,,,,,
Liechtenstein,Ruggell,47.2408,9.5247,,,,,,,,,
Liechtenstein,Mauren,47.2205,9.5426,,,,,,,,,
Liechtenstein,Eschen,47.2109,9.5216,,,,,,,,,
Liechtenstein,Triesen,47.1101,9.524,,,,,,,,,
Liechtenstein,Balzers,47.0667,9.5025,,,,,,,,,
Liechtenstein,Vaduz,47.1337,9.5167,,,,,,,,,
Liechtenstein,Planken,47.1844,9.5436,,,,,,,,,
Liechtenstein,Schellenberg,47.2325,9.5463,,,,,,,,,
Sri Lanka,Colombo,6.932,79.8578,,,,,,,,,
Sri Lanka,Ratnapura,6.693,80.386,,,,,,,,,
Sri Lanka,Matara,5.949,80.5428,,,,,,,,,
Sri Lanka,Sri Jawewardenepura Kotte,6.9,79.95,,,,,,,,,
Sri Lanka,Moratuwa,6.7804,79.88,,,,,,,,,
Sri Lanka,Anuradhapura,8.35,80.3833,,,,,,,,,
Sri Lanka,Galle,6.03,80.24,,,,,,,,,
Sri Lanka,Puttalan,8.033,79.826,,,,,,,,,
Sri Lanka,Kandy,7.28,80.67,,,,,,,,,
Sri Lanka,Badulla,6.9837,81.0499,,,,,,,,,
Sri Lanka,Trincomalee,8.569,81.233,,,,,,,,,
Sri Lanka,Kilinochchi,9.4004,80.3999,,,,,,,,,
Sri Lanka,Batticaloa,7.717,81.7,,,,,,,,,
Sri Lanka,Jaffna,9.675,80.005,,,,,,,,,
Liberia,Bopolu,7.0667,-10.4875,,,,,,,,,
Liberia,Voinjama,8.4167,-9.75,,,,,,,,,
Liberia,Robertsport,6.7533,-11.3686,,,,,,,,,
Liberia,Buchanan,5.9161,-10.0525,,,,,,,,,
Liberia,Monrovia,6.3106,-10.8048,,,,,,,,,
Liberia,Tubmanburg,6.8706,-10.8211,,,,,,,,,
Liberia,Buchanan,5.8811,-10.0447,,,,,,,,,
Liberia,Zwedru,6.0704,-8.13,,,,,,,,,
Liberia,Barclayville,4.8,-8.1667,,,,,,,,,
Liberia,Rivercess,5.465,-9.578,,,,,,,,,
Liberia,Fish Town,5.1974,-7.8758,,,,,,,,,
Liberia,Gbarnga,7.0104,-9.49,,,,,,,,,
Liberia,Kakata,6.526,-10.349,,,,,,,,,
Liberia,Sanniquellie,7.371,-8.685,,,,,,,,,
Liberia,Greenville,5.0111,-9.0388,,,,,,,,,
Liberia,Bensonville,6.4333,-10.6,,,,,,,,,
Liberia,Harper,4.3754,-7.717,,,,,,,,,
Lesotho,Maseru,-29.3167,27.4833,,,,,,,,,
Lesotho,Mokhotlong,-29.291,29.078,,,,,,,,,
Lesotho,Thaba-Tseka,-29.522,28.6084,,,,,,,,,
Lesotho,Moyeni,-30.411,27.716,,,,,,,,,
Lesotho,Qacha’s Nek,-30.1154,28.6894,,,,,,,,,
Lesotho,Mafetang,-29.8166,27.25,,,,,,,,,
Lesotho,Hlotse,-28.878,28.056,,,,,,,,,
Lesotho,Teyateyaneng,-29.153,27.753,,,,,,,,,
Lesotho,Mohales Hoek,-30.159,27.48,,,,,,,,,
Lesotho,Butha-Buthe,-28.75,28.25,,,,,,,,,
Lithuania,Klaipėda,55.7204,21.1199,,,,,,,,,
Lithuania,Palanga,55.9203,21.071,,,,,,,,,
Lithuania,Nida,55.3086,20.9965,,,,,,,,,
Lithuania,Kretinga,55.8888,21.2445,,,,,,,,,
Lithuania,Tauragė,55.2522,22.2897,,,,,,,,,
Lithuania,Šilutė,55.3453,21.4733,,,,,,,,,
Lithuania,Rietavas,55.7271,21.9234,,,,,,,,,
Lithuania,Plungė,55.9077,21.8456,,,,,,,,,
Lithuania,Šilalė,55.4898,22.1869,,,,,,,,,
Lithuania,Visaginas,55.5968,26.4398,,,,,,,,,
Lithuania,Zarasai,55.7322,26.2512,,,,,,,,,
Lithuania,Ignalina,55.3406,26.1605,,,,,,,,,
Lithuania,Utena,55.4976,25.5992,,,,,,,,,
Lithuania,Švenčionys,55.133,26.1595,,,,,,,,,
Lithuania,Rokiškis,55.9587,25.5947,,,,,,,,,
Lithuania,Molėtai,55.2247,25.4169,,,,,,,,,
Lithuania,Šalčininkai,54.3086,25.3868,,,,,,,,,
Lithuania,Vilnius,54.6834,25.3166,,,,,,,,,
Lithuania,Kupiškis,55.8401,24.9803,,,,,,,,,
Lithuania,Trakai,54.6399,24.936,,,,,,,,,
Lithuania,Biržai,56.1986,24.7521,,,,,,,,,
Lithuania,Anykščiai,55.5246,25.1066,,,,,,,,,
Lithuania,Telšiai,55.9831,22.2343,,,,,,,,,
Lithuania,Kelmė,55.6301,22.9349,,,,,,,,,
Lithuania,Marijampolė,54.5599,23.3541,,,,,,,,,
Lithuania,Lazdijai,54.2333,23.5147,,,,,,,,,
Lithuania,Šakiai,54.9534,23.0478,,,,,,,,,
Lithuania,Radviliškis,55.8111,23.5411,,,,,,,,,
Lithuania,Šiauliai,55.9386,23.325,,,,,,,,,
Lithuania,Birštonas,54.6048,24.0311,,,,,,,,,
Lithuania,Druskininkai,54.0157,23.987,,,,,,,,,
Lithuania,Kėdainiai,55.2878,23.9727,,,,,,,,,
Lithuania,Alytus,54.3964,24.0414,,,,,,,,,
Lithuania,Prienai,54.636,23.9458,,,,,,,,,
Lithuania,Elektrėnai,54.7863,24.6626,,,,,,,,,
Lithuania,Kaunas,54.9504,23.88,,,,,,,,,
Lithuania,Jonava,55.0801,24.2754,,,,,,,,,
Lithuania,Kaišiadorys,54.8653,24.4682,,,,,,,,,
Lithuania,Panevežys,55.74,24.37,,,,,,,,,
Lithuania,Joniškis,56.2394,23.6154,,,,,,,,,
Lithuania,Kazlų Rūda,54.7497,23.495,,,,,,,,,
Lithuania,Vilkaviškis,54.648,23.0305,,,,,,,,,
Lithuania,Pasvalys,56.0625,24.3997,,,,,,,,,
Lithuania,Pakruojis,55.9789,23.8551,,,,,,,,,
Lithuania,Raseiniai,55.3797,23.1239,,,,,,,,,
Lithuania,Pagėgiai,55.1379,21.9138,,,,,,,,,
Lithuania,Jurbarkas,55.0756,22.7642,,,,,,,,,
Lithuania,Kalvarija,54.4172,23.2283,,,,,,,,,
Lithuania,Širvintos,55.044,24.9545,,,,,,,,,
Lithuania,Skuodas,56.2706,21.5321,,,,,,,,,
Lithuania,Mažeikiai,56.3122,22.3265,,,,,,,,,
Lithuania,Akmenė,56.25,22.75,,,,,,,,,
Lithuania,Ukmergė,55.2494,24.7636,,,,,,,,,
Lithuania,Varėna,54.2155,24.5754,,,,,,,,,
Luxembourg,Capellen,49.645,5.9908,,,,,,,,,
Luxembourg,Esch-sur-Alzette,49.4958,5.9806,,,,,,,,,
Luxembourg,Remich,49.545,6.3669,,,,,,,,,
Luxembourg,Echternach,49.8056,6.4222,,,,,,,,,
Luxembourg,Mersch,49.7489,6.1061,,,,,,,,,
Luxembourg,Redange-sur-Attert,49.7656,5.8908,,,,,,,,,
Luxembourg,Vianden,49.935,6.2089,,,,,,,,,
Luxembourg,Wiltz,49.9689,5.9319,,,,,,,,,
Luxembourg,Clervaux,50.0547,6.0314,,,,,,,,,
Luxembourg,Diekirch,49.8833,6.1667,,,,,,,,,
Luxembourg,Grevenmacher,49.7,6.3333,,,,,,,,,
Luxembourg,Luxembourg,49.6117,6.13,,,,,,,,,
Latvia,Auce,56.4611,22.9028,,,,,,,,,
Latvia,Daugavpils,55.88,26.51,,,,,,,,,
Latvia,Jēkabpils,56.4833,25.85,,,,,,,,,
Latvia,Salacgrīva,57.7531,24.359,,,,,,,,,
Latvia,Ventspils,57.3899,21.5606,,,,,,,,,
Latvia,Dundaga,57.505,22.3504,,,,,,,,,
Latvia,Jaunjelgava,56.6132,25.0832,,,,,,,,,
Latvia,Nereta,56.2044,25.3077,,,,,,,,,
Latvia,Alsunga,56.9801,21.564,,,,,,,,,
